region,county_name,campground_tag_ID,campground_ID,county_ID,camping_site_name,address,Tag,ref_keywords,tag_count,latitude,longitude
北區,台北市,3345,1237,1,貴子坑露營場,台北市北投區秀山路85巷80號,廁所整潔,乾淨｜廁所,1,25.132419,121.501379
北區,台北市,3346,1237,1,貴子坑露營場,台北市北投區秀山路85巷80號,插座充足,插座,1,25.132419,121.501379
北區,台北市,3664,1333,1,陽明山菁山遊憩區露營區,台北市士林區菁山路101巷71弄16號,廁所整潔,不錯｜乾淨｜廁所,1,25.0918396,121.5242068
北區,台北市,3665,1333,1,陽明山菁山遊憩區露營區,台北市士林區菁山路101巷71弄16號,服務態度佳,服務｜服務人員｜親切,1,25.0918396,121.5242068
北區,台北市,3666,1333,1,陽明山菁山遊憩區露營區,台北市士林區菁山路101巷71弄16號,生活機能便利,市區,1,25.0918396,121.5242068
北區,台北市,3789,1368,1,露營車出租(預約送到府)雙北,台北市大同區民生西路8樓432號,親子友善,小孩｜小朋友｜爸爸,1,25.065986,121.515514
北區,台北市,3790,1368,1,露營車出租(預約送到府)雙北,台北市大同區民生西路8樓432號,服務態度佳,仔細｜推薦｜推薦給｜提供｜方便｜服務｜很棒｜還會,1,25.065986,121.515514
北區,新北市,46,40,2,十分自然露營區,新北市平溪區靜安路三段391號,親子友善,小孩｜小朋友,1,25.025797,121.739144
北區,新北市,47,40,2,十分自然露營區,新北市平溪區靜安路三段391號,廁所整潔,乾淨｜廁所,1,25.025797,121.739144
北區,新北市,48,40,2,十分自然露營區,新北市平溪區靜安路三段391號,營地維護佳,整理｜乾淨｜營地,1,25.025797,121.739144
北區,新北市,107,86,2,大羅蘭,新北市烏來區大羅蘭七號,廁所整潔,乾淨｜廁所,1,24.8639758,121.5512547
北區,新北市,108,86,2,大羅蘭,新北市烏來區大羅蘭七號,營地維護佳,營主｜營地｜環境｜規劃,1,24.8639758,121.5512547
北區,新北市,109,86,2,大羅蘭,新北市烏來區大羅蘭七號,服務態度佳,營主｜推薦｜很棒,1,24.8639758,121.5512547
北區,新北市,110,86,2,大羅蘭,新北市烏來區大羅蘭七號,適合團體或家族出遊,包場｜大家｜小孩｜朋友,1,24.8639758,121.5512547
北區,新北市,300,242,2,福山達卡露營區,新北市烏來區大羅蘭19之1號,營地維護佳,乾淨｜舒服｜營地｜碎石,1,24.8639758,121.5512547
北區,新北市,301,242,2,福山達卡露營區,新北市烏來區大羅蘭19之1號,廁所整潔,乾淨｜廁所｜衛浴,1,24.8639758,121.5512547
北區,新北市,302,242,2,福山達卡露營區,新北市烏來區大羅蘭19之1號,服務態度佳,親切｜營主,1,24.8639758,121.5512547
北區,新北市,417,363,2,19庄-海景露營庄園,新北市三芝區北勢子19號,景觀漂亮,海景｜海浪｜海邊｜無敵,1,25.258047,121.500866
北區,新北市,418,363,2,19庄-海景露營庄園,新北市三芝區北勢子19號,營主用心經營,營主｜親切｜服務,1,25.258047,121.500866
北區,新北市,620,421,2,三峽樂樂谷車泊車宿木屋露營烤肉園區,新北市三峽區153-1號,廁所整潔,乾淨｜廁所,1,24.9343387,121.368905
北區,新北市,621,421,2,三峽樂樂谷車泊車宿木屋露營烤肉園區,新北市三峽區153-1號,營主用心經營,營主｜親切｜解決｜努力,1,24.9343387,121.368905
北區,新北市,634,426,2,三芝老農夫農場,新北市三芝區芝蘭路62之5號,廁所整潔,不錯｜乾淨｜廁所,1,25.258047,121.500866
北區,新北市,635,426,2,三芝老農夫農場,新北市三芝區芝蘭路62之5號,營主用心經營,服務｜營主｜用心｜親切｜超好｜超級,1,25.258047,121.500866
北區,新北市,636,426,2,三芝老農夫農場,新北市三芝區芝蘭路62之5號,營地維護佳,營地｜環境｜舒服｜舒適｜草皮,1,25.258047,121.500866
北區,新北市,660,436,2,丹內丹內野奢莊園 DANNEI GLAMPING,新北市貢寮區仁和路21號,親子友善,孩子｜射箭｜活動,1,25.0220426,121.9100822
北區,新北市,661,436,2,丹內丹內野奢莊園 DANNEI GLAMPING,新北市貢寮區仁和路21號,服務態度佳,服務｜用心｜親切,1,25.0220426,121.9100822
北區,新北市,662,436,2,丹內丹內野奢莊園 DANNEI GLAMPING,新北市貢寮區仁和路21號,自然生態豐富,生態｜環境,1,25.0220426,121.9100822
北區,新北市,867,500,2,十三層營地,新北市雙溪區UnnamedRd,親子友善,小朋友｜戲水｜玩水,1,25.033409,121.865676
北區,新北市,868,500,2,十三層營地,新北市雙溪區UnnamedRd,淋浴設備佳,淋浴,1,25.033409,121.865676
北區,新北市,869,500,2,十三層營地,新北市雙溪區UnnamedRd,景觀漂亮,風景｜綠水｜美的,1,25.033409,121.865676
北區,新北市,870,500,2,十三層營地,新北市雙溪區UnnamedRd,營地維護佳,乾淨｜草地｜碎石,1,25.033409,121.865676
北區,新北市,871,500,2,十三層營地,新北市雙溪區UnnamedRd,服務態度佳,親切,1,25.033409,121.865676
北區,新北市,883,506,2,半島秘境,新北市石門區下員坑15號,親子友善,小孩,1,25.2912996,121.5676837
北區,新北市,884,506,2,半島秘境,新北市石門區下員坑15號,服務態度佳,態度｜服務｜服務人員｜親切｜幫忙｜協助,1,25.2912996,121.5676837
北區,新北市,1118,576,2,坪安潭營地,新北市坪林區大粗坑6之1號,廁所整潔,不錯｜乾淨,1,24.937388,121.711185
北區,新北市,1119,576,2,坪安潭營地,新北市坪林區大粗坑6之1號,水上活動豐富,戲水｜溪水｜玩水｜釣魚,1,24.937388,121.711185
北區,新北市,1238,609,2,大舌湖營地,新北市坪林區大舌湖30號,夜間安靜,很安靜,1,24.937388,121.711185
北區,新北市,1239,609,2,大舌湖營地,新北市坪林區大舌湖30號,電信訊號良好,機信號,1,24.937388,121.711185
北區,新北市,1240,609,2,大舌湖營地,新北市坪林區大舌湖30號,景觀漂亮,風景｜優美｜清澈,1,24.937388,121.711185
北區,新北市,1497,684,2,山中居私人別墅露營區,新北市新店區平廣路一段241號,夜間安靜,寧靜｜幽靜｜美安靜,1,24.9673935,121.5419418
北區,新北市,1498,684,2,山中居私人別墅露營區,新北市新店區平廣路一段241號,景觀漂亮,造景｜溪流｜環境,1,24.9673935,121.5419418
北區,新北市,1551,698,2,山水畔休閒生態園區,新北市三峽區建安路112-1號,親子友善,孩子｜好玩｜體驗｜開心,1,24.9343387,121.368905
北區,新北市,1552,698,2,山水畔休閒生態園區,新北市三峽區建安路112-1號,服務態度佳,友善｜熱情｜親切,1,24.9343387,121.368905
北區,新北市,1553,698,2,山水畔休閒生態園區,新北市三峽區建安路112-1號,營地維護佳,乾淨｜妥善｜整體｜環境,1,24.9343387,121.368905
北區,新北市,1592,709,2,山間小露,新北市雙溪區三叉坑4號,親子友善,小孩,1,25.033409,121.865676
北區,新北市,1593,709,2,山間小露,新北市雙溪區三叉坑4號,廁所整潔,乾淨｜廁所,1,25.033409,121.865676
北區,新北市,1594,709,2,山間小露,新北市雙溪區三叉坑4號,營主用心經營,主人｜熱心｜營主｜用心｜親切｜貼心,1,25.033409,121.865676
北區,新北市,1595,709,2,山間小露,新北市雙溪區三叉坑4號,營地維護佳,營地｜維護｜草皮,1,25.033409,121.865676
北區,新北市,1666,731,2,幸福山林巴,新北市淡水區之12號,親子友善,親子,1,25.1813044,121.4531477
北區,新北市,1667,731,2,幸福山林巴,新北市淡水區之12號,夜間安靜,安靜,1,25.1813044,121.4531477
北區,新北市,1668,731,2,幸福山林巴,新北市淡水區之12號,生活機能便利,市區,1,25.1813044,121.4531477
北區,新北市,1680,735,2,張家莊,新北市雙溪區,廁所整潔,乾淨｜廁所,1,25.033409,121.865676
北區,新北市,1681,735,2,張家莊,新北市雙溪區,服務態度佳,服務｜營主,1,25.033409,121.865676
北區,新北市,1682,735,2,張家莊,新北市雙溪區,營地維護佳,整理｜環境,1,25.033409,121.865676
北區,新北市,1683,735,2,張家莊,新北市雙溪區,蚊蟲少,蚊蟲,1,25.033409,121.865676
北區,新北市,1756,756,2,恬緣烤肉露營區,新北市三峽區建安路75-5號,親子友善,全家｜好玩｜活動｜玩水｜體驗,1,24.9343387,121.368905
北區,新北市,1757,756,2,恬緣烤肉露營區,新北市三峽區建安路75-5號,廁所整潔,乾淨｜廁所｜很棒,1,24.9343387,121.368905
北區,新北市,1758,756,2,恬緣烤肉露營區,新北市三峽區建安路75-5號,營主用心經營,用心,1,24.9343387,121.368905
北區,新北市,1759,756,2,恬緣烤肉露營區,新北市三峽區建安路75-5號,水上活動豐富,溯溪｜玩水｜救生衣,1,24.9343387,121.368905
北區,新北市,1897,795,2,文山森活露營區,新北市新店區湖子內路100號,親子友善,小孩,1,24.9673935,121.5419418
北區,新北市,1898,795,2,文山森活露營區,新北市新店區湖子內路100號,服務態度佳,服務｜親切,1,24.9673935,121.5419418
北區,新北市,1899,795,2,文山森活露營區,新北市新店區湖子內路100號,營主用心經營,營主｜經營｜維護,1,24.9673935,121.5419418
北區,新北市,1900,795,2,文山森活露營區,新北市新店區湖子內路100號,營地維護佳,維護,1,24.9673935,121.5419418
北區,新北市,1901,795,2,文山森活露營區,新北市新店區湖子內路100號,廁所整潔,乾淨｜廁所,1,24.9673935,121.5419418
北區,新北市,1910,800,2,新石門營地,新北市坪林區2號,nan,nan,1,24.937388,121.711185
北區,新北市,2123,860,2,有木里辦公處,新北市三峽區有木里193號,景觀漂亮,瀑布｜風景,1,24.9343387,121.368905
北區,新北市,2124,860,2,有木里辦公處,新北市三峽區有木里193號,自然生態豐富,封溪｜溪河｜溪畔｜溪谷｜泉水｜清淨｜水質｜保育｜面的魚,1,24.9343387,121.368905
北區,新北市,2125,860,2,有木里辦公處,新北市三峽區有木里193號,水上活動豐富,玩水｜溪河｜溪畔｜溪谷,1,24.9343387,121.368905
北區,新北市,2175,880,2,林口北堤大風車,新北市林口區,夜間安靜,安靜,1,25.0775308,121.3916021
北區,新北市,2176,880,2,林口北堤大風車,新北市林口區,景觀漂亮,風景｜藍天,1,25.0775308,121.3916021
北區,新北市,2204,890,2,桶壁角露營區,新北市烏來區金堰92號,親子友善,小朋友｜好玩,1,24.8639758,121.5512547
北區,新北市,2205,890,2,桶壁角露營區,新北市烏來區金堰92號,服務態度佳,熱心｜熱情｜親切｜關心｜服務｜營主｜經營,1,24.8639758,121.5512547
北區,新北市,2206,890,2,桶壁角露營區,新北市烏來區金堰92號,有遮蔽空間,雨棚,1,24.8639758,121.5512547
北區,新北市,2207,890,2,桶壁角露營區,新北市烏來區金堰92號,營主用心經營,熱心｜熱情｜親切｜關心｜服務｜營主｜經營｜努力,1,24.8639758,121.5512547
北區,新北市,2411,953,2,永賓露營區,新北市坪林區磨壁潭10-1號,景觀漂亮,優美｜好山好水｜清澈｜溪邊,1,24.937388,121.711185
北區,新北市,2412,953,2,永賓露營區,新北市坪林區磨壁潭10-1號,適合夏天,夏日,1,24.937388,121.711185
北區,新北市,2478,971,2,泰雅巴萊部落村,新北市烏來區西羅岸路132號,親子友善,小孩｜好玩｜射箭｜活動,1,24.8639758,121.5512547
北區,新北市,2479,971,2,泰雅巴萊部落村,新北市烏來區西羅岸路132號,營主用心經營,營主｜親切｜客氣,1,24.8639758,121.5512547
北區,新北市,2480,971,2,泰雅巴萊部落村,新北市烏來區西羅岸路132號,適合團體或家族出遊,團體｜大家,1,24.8639758,121.5512547
北區,新北市,2535,989,2,清泉水頭營地,新北市坪林區新北市坪林區漁光里粗石斛6之2號,親子友善,孩子｜玩水,1,24.937388,121.711185
北區,新北市,2536,989,2,清泉水頭營地,新北市坪林區新北市坪林區漁光里粗石斛6之2號,廁所整潔,乾淨｜廁所｜整潔,1,24.937388,121.711185
北區,新北市,2537,989,2,清泉水頭營地,新北市坪林區新北市坪林區漁光里粗石斛6之2號,營主用心經營,主人｜客氣｜親切｜營主,1,24.937388,121.711185
北區,新北市,2538,989,2,清泉水頭營地,新北市坪林區新北市坪林區漁光里粗石斛6之2號,有遮蔽空間,雨棚,1,24.937388,121.711185
北區,新北市,2565,996,2,準休閒農場,新北市五股區新五路二段70號,親子友善,小孩｜小朋友｜放電｜好玩｜親子｜適合｜適合帶｜童節｜闖關｜集點｜活動,1,25.082743,121.438156
北區,新北市,2566,996,2,準休閒農場,新北市五股區新五路二段70號,營地維護佳,乾淨｜草地｜園區｜場地｜環境,1,25.082743,121.438156
北區,新北市,2598,1007,2,烏來967高地露營區,新北市烏來區信福路120巷18號,景觀漂亮,視野好｜風景｜開闊,1,24.8639758,121.5512547
北區,新北市,2599,1007,2,烏來967高地露營區,新北市烏來區信福路120巷18號,營主用心經營,熱心｜營主,1,24.8639758,121.5512547
北區,新北市,2600,1007,2,烏來967高地露營區,新北市烏來區信福路120巷18號,自然生態豐富,生態｜森林｜負離子,1,24.8639758,121.5512547
北區,新北市,2726,1044,2,甜蜜點休閒莊園,新北市淡水區奎柔山路189號,廁所整潔,乾淨｜廁所,1,25.1813044,121.4531477
北區,新北市,2727,1044,2,甜蜜點休閒莊園,新北市淡水區奎柔山路189號,營地維護佳,草皮｜營地｜環境,1,25.1813044,121.4531477
北區,新北市,2728,1044,2,甜蜜點休閒莊園,新北市淡水區奎柔山路189號,淋浴設備佳,淋浴｜洗澡｜浴室,1,25.1813044,121.4531477
北區,新北市,2761,1055,2,皇后鎮森林三峽,新北市三峽區竹崙路95巷1號,親子友善,小孩｜戲水區｜玩水｜活動,1,24.9343387,121.368905
北區,新北市,2762,1055,2,皇后鎮森林三峽,新北市三峽區竹崙路95巷1號,適合團體或家族出遊,團體,1,24.9343387,121.368905
北區,新北市,2763,1056,2,皇后鎮森林金山,新北市萬里區大鵬街111號,寵物友善,寵物,1,25.181234,121.688687
北區,新北市,2814,1073,2,碉堡露營區,新北市石門區UnnamedRoad,營地維護佳,維護,1,25.2912996,121.5676837
北區,新北市,2815,1073,2,碉堡露營區,新北市石門區UnnamedRoad,服務態度佳,友善｜營主｜貼心,1,25.2912996,121.5676837
北區,新北市,2816,1073,2,碉堡露營區,新北市石門區UnnamedRoad,廁所整潔,乾淨｜廁所,1,25.2912996,121.5676837
北區,新北市,2840,1082,2,福山緣,新北市烏來區卡拉模基2號,親子友善,親子,1,24.8639758,121.5512547
北區,新北市,2841,1082,2,福山緣,新北市烏來區卡拉模基2號,淋浴設備佳,淋浴｜浴室｜熱水,1,24.8639758,121.5512547
北區,新北市,2842,1082,2,福山緣,新北市烏來區卡拉模基2號,營主用心經營,營主｜熱心｜親切,1,24.8639758,121.5512547
北區,新北市,2983,1119,2,給樹營地,新北市烏來區西羅岸路132之5號,親子友善,孩子｜小孩｜很棒｜有趣｜活動｜豐富｜體驗,1,24.8639758,121.5512547
北區,新北市,2984,1119,2,給樹營地,新北市烏來區西羅岸路132之5號,營主用心經營,感謝｜推薦｜熱情｜營主｜用心,1,24.8639758,121.5512547
北區,新北市,2985,1119,2,給樹營地,新北市烏來區西羅岸路132之5號,娛樂活動豐富,射箭｜教育｜文化｜活動｜竹筒,1,24.8639758,121.5512547
北區,新北市,2986,1119,2,給樹營地,新北市烏來區西羅岸路132之5號,適合團體或家族出遊,朋友｜營隊｜適合,1,24.8639758,121.5512547
北區,新北市,2991,1121,2,綠峰渡假山莊,新北市金山區三重橋22號,服務態度佳,不錯｜很棒｜禮貌｜服務,1,25.221883,121.6361852
北區,新北市,2992,1121,2,綠峰渡假山莊,新北市金山區三重橋22號,廁所整潔,乾淨｜廁所,1,25.221883,121.6361852
北區,新北市,2993,1121,2,綠峰渡假山莊,新北市金山區三重橋22號,景觀漂亮,風景,1,25.221883,121.6361852
北區,新北市,3000,1124,2,綠野山林 (成家營地),新北市坪林區石槽50號,廁所整潔,乾淨｜廁所,1,24.937388,121.711185
北區,新北市,3001,1124,2,綠野山林 (成家營地),新北市坪林區石槽50號,淋浴設備佳,衛浴｜浴室｜熱水,1,24.937388,121.711185
北區,新北市,3093,1153,2,自在草堂露營車改裝,新北市瑞芳區,服務態度佳,不錯｜友善｜客氣｜很棒｜感謝｜服務｜營主｜經營｜親切,1,25.1089107,121.8097683
北區,新北市,3094,1153,2,自在草堂露營車改裝,新北市瑞芳區,景觀漂亮,夜景｜景色｜風景,1,25.1089107,121.8097683
北區,新北市,3095,1153,2,自在草堂露營車改裝,新北市瑞芳區,營主用心經營,營主｜經營,1,25.1089107,121.8097683
北區,新北市,3096,1153,2,自在草堂露營車改裝,新北市瑞芳區,廁所整潔,乾淨,1,25.1089107,121.8097683
北區,新北市,3097,1153,2,自在草堂露營車改裝,新北市瑞芳區,車泊友善,車宿｜車泊,1,25.1089107,121.8097683
北區,新北市,3098,1153,2,自在草堂露營車改裝,新北市瑞芳區,生活機能便利,九份｜老街,1,25.1089107,121.8097683
北區,新北市,3181,1177,2,茶香地營地,新北市坪林區坪雙路一段102號,廁所整潔,乾淨｜衛浴,1,24.937388,121.711185
北區,新北市,3182,1177,2,茶香地營地,新北市坪林區坪雙路一段102號,營主用心經營,好客｜營主｜親切｜負責,1,24.937388,121.711185
北區,新北市,3183,1178,2,茶香村之旅露營區,新北市坪林區,景觀漂亮,優美｜美景,1,24.937388,121.711185
北區,新北市,3184,1178,2,茶香村之旅露營區,新北市坪林區,夜間安靜,寧靜,1,24.937388,121.711185
北區,新北市,3235,1197,2,葵扇湖休閒農場,新北市金山區兩湖里2鄰,景觀漂亮,夜景｜景色｜海景｜美景｜風景,1,25.221883,121.6361852
北區,新北市,3236,1197,2,葵扇湖休閒農場,新北市金山區兩湖里2鄰,營主用心經營,熱情｜營主｜親切,1,25.221883,121.6361852
北區,新北市,3243,1201,2,蕃米力親子營地(原月牙灣),新北市坪林區,親子友善,小朋友｜親子｜適合,1,24.937388,121.711185
北區,新北市,3244,1201,2,蕃米力親子營地(原月牙灣),新北市坪林區,景觀漂亮,很漂亮｜清澈｜溪水｜溪流｜溪邊｜綠意,1,24.937388,121.711185
北區,新北市,3245,1201,2,蕃米力親子營地(原月牙灣),新北市坪林區,營地維護佳,乾淨｜完善｜清潔｜維護,1,24.937388,121.711185
北區,新北市,3246,1201,2,蕃米力親子營地(原月牙灣),新北市坪林區,營主用心經營,營主,1,24.937388,121.711185
北區,新北市,3374,1248,2,車床天地,新北市三峽區號,營地維護佳,環境｜維護｜衛浴｜設備,1,24.9343387,121.368905
北區,新北市,3375,1248,2,車床天地,新北市三峽區號,景觀漂亮,優美｜夕陽｜天地｜美麗｜風景,1,24.9343387,121.368905
北區,新北市,3376,1248,2,車床天地,新北市三峽區號,夜間安靜,安靜,1,24.9343387,121.368905
北區,新北市,3402,1256,2,迴山里 GLAMPING,新北市烏來區金堰115巷10之1號,景觀漂亮,夜景,1,24.8639758,121.5512547
北區,新北市,3403,1256,2,迴山里 GLAMPING,新北市烏來區金堰115巷10之1號,廁所整潔,乾淨｜廁所,1,24.8639758,121.5512547
北區,新北市,3404,1256,2,迴山里 GLAMPING,新北市烏來區金堰115巷10之1號,淋浴設備佳,洗澡｜浴室｜熱水,1,24.8639758,121.5512547
北區,新北市,3405,1256,2,迴山里 GLAMPING,新北市烏來區金堰115巷10之1號,營主用心經營,協助｜營主｜用心｜親切,1,24.8639758,121.5512547
北區,新北市,3406,1256,2,迴山里 GLAMPING,新北市烏來區金堰115巷10之1號,營地維護佳,維護｜環境｜碎石,1,24.8639758,121.5512547
北區,新北市,3407,1256,2,迴山里 GLAMPING,新北市烏來區金堰115巷10之1號,服務態度佳,親切,1,24.8639758,121.5512547
北區,新北市,3570,1300,2,金山驛境 Gold Mountain Ranch Town,新北市金山區仔5-2號,營地維護佳,維護,1,25.221883,121.6361852
北區,新北市,3594,1308,2,鐵馬新樂園,新北市坪林區金瓜寮19之1號,親子友善,小孩｜親子,1,24.937388,121.711185
北區,新北市,3595,1308,2,鐵馬新樂園,新北市坪林區金瓜寮19之1號,營地維護佳,乾淨｜環境｜用心,1,24.937388,121.711185
北區,新北市,3596,1308,2,鐵馬新樂園,新北市坪林區金瓜寮19之1號,自然生態豐富,植物｜螢火蟲｜空氣,1,24.937388,121.711185
北區,新北市,3602,1311,2,長青谷大自然園區,新北市新店區新潭路二段25號,營地維護佳,用心｜維護,1,24.9673935,121.5419418
北區,新北市,3797,1371,2,青山營地,新北市坪林區48之1號,親子友善,全家｜小孩｜家庭｜戲水｜玩水｜適合帶,1,24.937388,121.711185
北區,新北市,3798,1371,2,青山營地,新北市坪林區48之1號,廁所整潔,乾淨,1,24.937388,121.711185
北區,新北市,3799,1371,2,青山營地,新北市坪林區48之1號,營主用心經營,用心｜經營者｜親切｜熱情,1,24.937388,121.711185
北區,新北市,3812,1376,2,頭目山水,新北市烏來區,景觀漂亮,很漂亮｜世外桃源｜置身,1,24.8639758,121.5512547
北區,新北市,3813,1376,2,頭目山水,新北市烏來區,營地維護佳,整理｜環境,1,24.8639758,121.5512547
北區,新北市,3952,1418,2,黑金大閘蟹的家,新北市雙溪區過溪3-1號,親子友善,小孩｜小朋友,1,25.033409,121.865676
北區,新北市,3953,1418,2,黑金大閘蟹的家,新北市雙溪區過溪3-1號,營主用心經營,營主｜幫忙｜親切,1,25.033409,121.865676
北區,新北市,3954,1418,2,黑金大閘蟹的家,新北市雙溪區過溪3-1號,廁所整潔,乾淨,1,25.033409,121.865676
北區,新北市,3955,1418,2,黑金大閘蟹的家,新北市雙溪區過溪3-1號,自然生態豐富,螢火蟲,1,25.033409,121.865676
北區,新北市,3969,1423,2,龍門露營渡假基地,新北市貢寮區興隆街100號,廁所整潔,乾淨｜廁所,1,25.0220426,121.9100822
北區,新北市,3970,1423,2,龍門露營渡假基地,新北市貢寮區興隆街100號,服務態度佳,服務｜很不錯,1,25.0220426,121.9100822
北區,新北市,3971,1423,2,龍門露營渡假基地,新北市貢寮區興隆街100號,生活機能便利,便利商店,1,25.0220426,121.9100822
北區,基隆市,492,384,3,LAPOPO 拉波波村,基隆市暖暖區東勢街221號,服務態度佳,態度｜服務｜服務人員｜熱情｜親切,1,25.1002604,121.7359893
北區,基隆市,493,384,3,LAPOPO 拉波波村,基隆市暖暖區東勢街221號,免搭帳篷(懶人露營),帳篷｜房間｜露營,1,25.1002604,121.7359893
北區,基隆市,494,384,3,LAPOPO 拉波波村,基隆市暖暖區東勢街221號,娛樂活動豐富,活動｜遊戲｜導覽,1,25.1002604,121.7359893
北區,桃園市,42,36,4,利河伯休閒農園露營區,桃園市復興區三光里爺亨段410地號,景觀漂亮,很漂亮｜美麗｜風景,1,24.8153769,121.351898
北區,桃園市,43,36,4,利河伯休閒農園露營區,桃園市復興區三光里爺亨段410地號,淋浴設備佳,浴室｜淋浴｜熱水,1,24.8153769,121.351898
北區,桃園市,44,36,4,利河伯休閒農園露營區,桃園市復興區三光里爺亨段410地號,營主用心經營,主人｜幫忙｜熱情｜營主｜親切｜超好,1,24.8153769,121.351898
北區,桃園市,45,36,4,利河伯休閒農園露營區,桃園市復興區三光里爺亨段410地號,服務態度佳,服務,1,24.8153769,121.351898
北區,桃園市,55,51,4,古渡園地,桃園市復興區華陵里中心路86巷11號,廁所整潔,乾淨｜廁所｜超乾淨｜衛浴,1,24.8153769,121.351898
北區,桃園市,56,51,4,古渡園地,桃園市復興區華陵里中心路86巷11號,營主用心經營,回饋｜熱心｜熱情｜營主｜用心｜維持｜親切,1,24.8153769,121.351898
北區,桃園市,57,51,4,古渡園地,桃園市復興區華陵里中心路86巷11號,適合賞櫻,櫻花｜花季,1,24.8153769,121.351898
北區,桃園市,58,51,4,古渡園地,桃園市復興區華陵里中心路86巷11號,淋浴設備佳,洗澡｜熱水｜衛浴,1,24.8153769,121.351898
北區,桃園市,75,62,4,和平橋露營區,桃園市復興區,親子友善,小孩,1,24.8153769,121.351898
北區,桃園市,76,62,4,和平橋露營區,桃園市復興區,營主用心經營,好客｜熱情｜親切,1,24.8153769,121.351898
北區,桃園市,77,62,4,和平橋露營區,桃園市復興區,廁所整潔,乾淨｜廁所,1,24.8153769,121.351898
北區,桃園市,78,62,4,和平橋露營區,桃園市復興區,插座充足,插座,1,24.8153769,121.351898
北區,桃園市,88,70,4,蜻蜓露營區-嘎色鬧,桃園市復興區奎輝里8鄰嘎色鬧23號,親子友善,小孩｜小朋友,1,24.8153769,121.351898
北區,桃園市,89,70,4,蜻蜓露營區-嘎色鬧,桃園市復興區奎輝里8鄰嘎色鬧23號,廁所整潔,乾淨｜廁所,1,24.8153769,121.351898
北區,桃園市,90,70,4,蜻蜓露營區-嘎色鬧,桃園市復興區奎輝里8鄰嘎色鬧23號,淋浴設備佳,水壓｜洗澡｜浴室｜熱水｜衛浴,1,24.8153769,121.351898
北區,桃園市,91,70,4,蜻蜓露營區-嘎色鬧,桃園市復興區奎輝里8鄰嘎色鬧23號,營主用心經營,熱情｜營主｜用心｜親切,1,24.8153769,121.351898
北區,桃園市,92,70,4,蜻蜓露營區-嘎色鬧,桃園市復興區奎輝里8鄰嘎色鬧23號,適合團體或家族出遊,包區｜區域｜空間｜超大,1,24.8153769,121.351898
北區,桃園市,96,75,4,培雅境休閒露營區,桃園市復興區羅浮里羅馬路一段301之6號,廁所整潔,乾淨｜廁所｜衛浴,1,24.8153769,121.351898
北區,桃園市,97,75,4,培雅境休閒露營區,桃園市復興區羅浮里羅馬路一段301之6號,淋浴設備佳,洗澡｜淋浴｜熱水｜衛浴,1,24.8153769,121.351898
北區,桃園市,98,75,4,培雅境休閒露營區,桃園市復興區羅浮里羅馬路一段301之6號,營主用心經營,營主｜用心,1,24.8153769,121.351898
